,userId,compId,followCompId
11084,1,370,663
11085,1,370,663
11086,1,370,663
11087,1,370,663
11088,1,370,663
14127,1,832,397
14128,1,832,397
14129,1,832,397
14130,1,832,397
1513,1,913,707
1514,1,913,707
1515,1,913,707
1516,1,913,707
12399,1,938,1442
12400,1,938,1442
12401,1,938,1442
12402,1,938,1442
12403,1,938,1442
12404,1,938,1442
12405,1,938,1442
12406,1,938,1442
12407,1,938,1442
3628,1,1012,831
3629,1,1012,831
3630,1,1012,831
3631,1,1012,831
3632,1,1012,831
3633,1,1012,831
3634,1,1012,831
3635,1,1012,831
3636,1,1012,831
3637,1,1012,831
10759,1,1045,791
10760,1,1045,791
10761,1,1045,791
10762,1,1045,791
10763,1,1045,791
1149,1,1182,1086
11583,1,1265,1360
11584,1,1265,1360
11585,1,1265,1360
7377,1,1318,886
7378,1,1318,886
7379,1,1318,886
7380,1,1318,886
7381,1,1318,886
7382,1,1318,886
7383,1,1318,886
5187,1,1362,1362
5188,1,1362,1362
5189,1,1362,1362
565,1,1385,1533
566,1,1385,1533
567,1,1385,1533
568,1,1385,1533
569,1,1385,1533
570,1,1385,1533
571,1,1385,1533
572,1,1385,1533
2472,1,1479,1413
2473,1,1479,1413
2474,1,1479,1413
3899,2,28,663
3900,2,28,663
3901,2,28,663
3902,2,28,663
3903,2,28,663
3904,2,28,663
3905,2,28,663
3906,2,28,663
7627,2,63,1488
7628,2,63,1488
7629,2,63,1488
7630,2,63,1488
7631,2,63,1488
7632,2,63,1488
7633,2,63,1488
7634,2,63,1488
7635,2,63,1488
8908,2,68,31
8909,2,68,31
8910,2,68,31
8911,2,68,31
8912,2,68,31
8913,2,68,31
13430,2,118,1545
13431,2,118,1545
8507,2,143,1408
8508,2,143,1408
8509,2,143,1408
4075,2,168,757
4076,2,168,757
4077,2,168,757
4078,2,168,757
4079,2,168,757
4080,2,168,757
7069,2,179,1462
7070,2,179,1462
7071,2,179,1462
7072,2,179,1462
7073,2,179,1462
664,2,189,1450
665,2,189,1450
666,2,189,1450
667,2,189,1450
668,2,189,1450
669,2,189,1450
670,2,189,1450
671,2,189,1450
672,2,189,1450
14215,2,333,1545
14216,2,333,1545
14217,2,333,1545
14218,2,333,1545
14219,2,333,1545
14220,2,333,1545
14221,2,333,1545
14222,2,333,1545
14223,2,333,1545
14224,2,333,1545
10326,2,370,1021
10327,2,370,1021
10328,2,370,1021
10329,2,370,1021
10330,2,370,1021
10331,2,370,1021
10332,2,370,1021
3908,2,418,1018
3909,2,418,1018
3910,2,418,1018
3911,2,418,1018
3912,2,418,1018
3913,2,418,1018
3914,2,418,1018
2900,2,509,571
109,2,546,392
110,2,546,392
111,2,546,392
1879,2,559,1475
1880,2,559,1475
1881,2,559,1475
1882,2,559,1475
13325,2,589,1119
13326,2,589,1119
13327,2,589,1119
13328,2,589,1119
13329,2,589,1119
13330,2,589,1119
13331,2,589,1119
13332,2,589,1119
793,2,645,733
9190,2,654,482
9191,2,654,482
9192,2,654,482
9193,2,654,482
9194,2,654,482
9195,2,654,482
9196,2,654,482
9197,2,654,482
1612,2,731,855
7663,2,780,591
7664,2,780,591
7665,2,780,591
7666,2,780,591
1854,2,797,441
1855,2,797,441
1856,2,797,441
1857,2,797,441
1858,2,797,441
1859,2,797,441
14470,2,833,369
14471,2,833,369
14472,2,833,369
14473,2,833,369
14474,2,833,369
14475,2,833,369
14476,2,833,369
14477,2,833,369
12347,2,918,1261
12348,2,918,1261
12349,2,918,1261
12350,2,918,1261
12351,2,918,1261
12352,2,918,1261
12353,2,918,1261
12354,2,918,1261
12355,2,918,1261
9994,2,931,340
9995,2,931,340
9996,2,931,340
9997,2,931,340
9998,2,931,340
9999,2,931,340
10000,2,931,340
10481,2,962,147
13357,2,971,1495
13358,2,971,1495
13359,2,971,1495
13360,2,971,1495
382,2,1013,364
383,2,1013,364
384,2,1013,364
385,2,1013,364
386,2,1013,364
387,2,1013,364
388,2,1013,364
389,2,1013,364
390,2,1013,364
10254,2,1074,1549
10255,2,1074,1549
6818,2,1132,1421
6819,2,1132,1421
6820,2,1132,1421
6821,2,1132,1421
6822,2,1132,1421
6823,2,1132,1421
6824,2,1132,1421
6825,2,1132,1421
6826,2,1132,1421
11852,2,1270,639
11853,2,1270,639
11854,2,1270,639
11855,2,1270,639
11856,2,1270,639
7484,2,1432,41
7485,2,1432,41
7486,2,1432,41
2232,3,19,147
2233,3,19,147
2234,3,19,147
2235,3,19,147
2236,3,19,147
2237,3,19,147
2238,3,19,147
5656,3,53,168
5657,3,53,168
5658,3,53,168
5659,3,53,168
5660,3,53,168
5661,3,53,168
5662,3,53,168
5663,3,53,168
229,3,67,251
230,3,67,251
231,3,67,251
6277,3,67,86
6278,3,67,86
11788,3,67,86
11789,3,67,86
11790,3,67,86
11791,3,67,86
11792,3,67,86
11793,3,67,86
13440,3,67,86
13441,3,67,86
13442,3,67,86
13443,3,67,86
13444,3,67,86
13445,3,67,86
13446,3,67,86
11054,3,68,31
11055,3,68,31
11586,3,83,1272
11587,3,83,1272
11588,3,83,1272
11589,3,83,1272
11590,3,83,1272
11591,3,83,1272
11592,3,83,1272
11593,3,83,1272
11594,3,83,1272
2045,3,229,999
2046,3,229,999
2047,3,229,999
2048,3,229,999
2049,3,229,999
2050,3,229,999
2051,3,229,999
1470,3,311,672
1471,3,311,672
1472,3,311,672
1473,3,311,672
1474,3,311,672
11440,3,369,905
11441,3,369,905
11442,3,369,905
11443,3,369,905
11444,3,369,905
5253,3,398,1022
5254,3,398,1022
5255,3,398,1022
5256,3,398,1022
1540,3,424,299
1541,3,424,299
12502,3,618,138
5217,3,745,1391
5218,3,745,1391
5219,3,745,1391
5220,3,745,1391
5221,3,745,1391
5222,3,745,1391
5223,3,745,1391
5224,3,745,1391
5225,3,745,1391
833,3,747,1065
834,3,747,1065
8563,3,763,158
8564,3,763,158
8565,3,763,158
8566,3,763,158
8567,3,763,158
8568,3,763,158
8569,3,763,158
8570,3,763,158
8571,3,763,158
4574,3,797,441
4575,3,797,441
4576,3,797,441
4577,3,797,441
4578,3,797,441
4579,3,797,441
4580,3,797,441
4581,3,797,441
4582,3,797,441
3489,3,911,1441
3490,3,911,1441
3491,3,911,1441
919,3,994,454
920,3,994,454
921,3,994,454
922,3,994,454
923,3,994,454
924,3,994,454
10471,3,1002,1010
10472,3,1002,1010
10473,3,1002,1010
10474,3,1002,1010
10475,3,1002,1010
10476,3,1002,1010
10477,3,1002,1010
10478,3,1002,1010
10479,3,1002,1010
10480,3,1002,1010
1696,3,1085,1440
1697,3,1085,1440
1698,3,1085,1440
1699,3,1085,1440
8264,3,1088,699
8265,3,1088,699
8266,3,1088,699
8267,3,1088,699
8268,3,1088,699
8269,3,1088,699
539,3,1091,1408
540,3,1091,1408
541,3,1091,1408
542,3,1091,1408
543,3,1091,1408
544,3,1091,1408
12716,3,1281,786
12717,3,1281,786
12718,3,1281,786
12719,3,1281,786
4947,3,1397,1023
4948,3,1397,1023
4949,3,1397,1023
4950,3,1397,1023
2459,3,1456,335
2460,3,1456,335
2461,3,1456,335
2462,3,1456,335
2463,3,1456,335
2464,3,1456,335
2465,3,1456,335
2466,3,1456,335
9489,3,1507,1092
9490,3,1507,1092
9491,3,1507,1092
9492,3,1507,1092
9493,3,1507,1092
9494,3,1507,1092
7311,3,1511,1518
7312,3,1511,1518
7313,3,1511,1518
7314,3,1511,1518
7315,3,1511,1518
7316,3,1511,1518
7317,3,1511,1518
7318,3,1511,1518
4301,3,1523,970
4302,3,1523,970
4303,3,1523,970
4304,3,1523,970
13940,3,1553,358
13941,3,1553,358
13942,3,1553,358
13943,3,1553,358
13944,3,1553,358
3157,4,67,202
3158,4,67,202
3159,4,67,202
3160,4,67,202
3161,4,67,202
3162,4,67,202
3163,4,67,202
1706,4,92,733
1707,4,92,733
1708,4,92,733
1709,4,92,733
1710,4,92,733
1711,4,92,733
14444,4,150,474
14970,4,357,913
14971,4,357,913
14972,4,357,913
14973,4,357,913
13645,4,358,1561
3739,4,372,1532
3740,4,372,1532
8132,4,372,202
8133,4,372,202
8134,4,372,202
8135,4,372,202
8136,4,372,202
8137,4,372,202
13335,4,376,1114
13336,4,376,1114
13337,4,376,1114
13338,4,376,1114
13339,4,376,1114
13340,4,376,1114
13341,4,376,1114
13342,4,376,1114
13343,4,376,1114
13344,4,376,1114
8603,4,398,1434
2930,4,414,48
2931,4,414,48
2932,4,414,48
2933,4,414,48
2934,4,414,48
4118,4,414,37
4119,4,414,37
4120,4,414,37
4121,4,414,37
7574,4,503,454
7575,4,503,454
7576,4,503,454
7577,4,503,454
7578,4,503,454
7579,4,503,454
7580,4,503,454
7581,4,503,454
7582,4,503,454
9137,4,546,1030
9138,4,546,1030
9139,4,546,1030
9140,4,546,1030
9141,4,546,1030
9645,4,549,958
4419,4,630,426
4420,4,630,426
4421,4,630,426
4422,4,630,426
8951,4,668,984
8952,4,668,984
8953,4,668,984
8954,4,668,984
8955,4,668,984
8956,4,668,984
8957,4,668,984
8958,4,668,984
8959,4,668,984
8960,4,668,984
12868,4,855,838
12869,4,855,838
12870,4,855,838
12871,4,855,838
8324,4,926,1301
8325,4,926,1301
8326,4,926,1301
4901,4,931,340
4902,4,931,340
4903,4,931,340
4904,4,931,340
4905,4,931,340
4906,4,931,340
4907,4,931,340
4908,4,931,340
66,4,937,273
67,4,937,273
68,4,937,273
69,4,937,273
70,4,937,273
71,4,937,273
72,4,937,273
73,4,937,273
74,4,937,273
75,4,937,273
12496,4,976,32
12497,4,976,32
12498,4,976,32
12499,4,976,32
12500,4,976,32
12501,4,976,32
13800,4,1001,29
13801,4,1001,29
13802,4,1001,29
13803,4,1001,29
13804,4,1001,29
13805,4,1001,29
14639,4,1006,1056
14640,4,1006,1056
14641,4,1006,1056
14642,4,1006,1056
14643,4,1006,1056
14644,4,1006,1056
14645,4,1006,1056
14646,4,1006,1056
14647,4,1006,1056
4352,4,1013,364
4353,4,1013,364
4354,4,1013,364
4355,4,1013,364
4356,4,1013,364
4357,4,1013,364
4358,4,1013,364
5444,4,1220,1008
5445,4,1220,1008
5446,4,1220,1008
10988,4,1232,580
10989,4,1232,580
10990,4,1232,580
10991,4,1232,580
10992,4,1232,580
10993,4,1232,580
10994,4,1232,580
10995,4,1232,580
10425,4,1393,1449
10426,4,1393,1449
10427,4,1393,1449
10428,4,1393,1449
10429,4,1393,1449
10430,4,1393,1449
10431,4,1393,1449
8743,4,1461,1045
8744,4,1461,1045
8745,4,1461,1045
8746,4,1461,1045
8747,4,1461,1045
8748,4,1461,1045
8749,4,1461,1045
6521,4,1538,975
6522,4,1538,975
6523,4,1538,975
6524,4,1538,975
6525,4,1538,975
6526,4,1538,975
246,4,1553,957
247,4,1553,957
2159,5,119,544
2160,5,119,544
2161,5,119,544
2162,5,119,544
13954,5,218,1363
13955,5,218,1363
13956,5,218,1363
7794,5,336,463
7795,5,336,463
7796,5,336,463
7797,5,336,463
7798,5,336,463
7799,5,336,463
7800,5,336,463
7801,5,336,463
7802,5,336,463
9598,5,336,1535
9599,5,336,1535
9600,5,336,1535
9601,5,336,1535
8236,5,349,832
8237,5,349,832
8238,5,349,832
8239,5,349,832
8240,5,349,832
8241,5,349,832
8242,5,349,832
8243,5,349,832
8244,5,349,832
14974,5,358,1561
14975,5,358,1561
14976,5,358,1561
14977,5,358,1561
14978,5,358,1561
14034,5,372,1412
9006,5,389,362
14690,5,389,359
14691,5,389,359
14692,5,389,359
14693,5,389,359
14694,5,389,359
14695,5,389,359
14696,5,389,359
14697,5,389,359
13744,5,398,1424
13745,5,398,1424
13746,5,398,1424
13747,5,398,1424
13748,5,398,1424
13749,5,398,1424
13750,5,398,1424
117,5,546,1482
118,5,546,1482
119,5,546,1482
120,5,546,1482
1743,5,559,960
1744,5,559,960
1745,5,559,960
1746,5,559,960
1747,5,559,960
1748,5,559,960
1749,5,559,960
1750,5,559,960
960,5,625,187
961,5,625,187
962,5,625,187
963,5,625,187
964,5,625,187
965,5,625,187
966,5,625,187
4608,5,663,969
4609,5,663,969
13733,5,702,572
10290,5,833,358
10291,5,833,358
10292,5,833,358
10293,5,833,358
10294,5,833,358
10295,5,833,358
10296,5,833,358
10297,5,833,358
10298,5,833,358
10299,5,833,358
7640,5,855,462
7641,5,855,462
7642,5,855,462
7643,5,855,462
7644,5,855,462
7645,5,855,462
10536,5,950,1536
10537,5,950,1536
10538,5,950,1536
10539,5,950,1536
10540,5,950,1536
10541,5,950,1536
10542,5,950,1536
13879,5,962,147
13880,5,962,147
13881,5,962,147
13882,5,962,147
13883,5,962,147
13884,5,962,147
13885,5,962,147
13886,5,962,147
13887,5,962,147
13888,5,962,147
13286,5,969,143
13287,5,969,143
5785,5,976,730
5786,5,976,730
5787,5,976,730
5788,5,976,730
5789,5,976,730
5790,5,976,730
4292,5,1001,29
4293,5,1001,29
4294,5,1001,29
4295,5,1001,29
4296,5,1001,29
4297,5,1001,29
4298,5,1001,29
14905,5,1085,1440
14906,5,1085,1440
4812,5,1131,1353
4813,5,1131,1353
4814,5,1131,1353
4815,5,1131,1353
4816,5,1131,1353
9282,5,1169,40
9283,5,1169,40
9284,5,1169,40
9285,5,1169,40
9286,5,1169,40
9287,5,1169,40
7360,5,1182,1086
7361,5,1182,1086
7362,5,1182,1086
7363,5,1182,1086
7364,5,1182,1086
7365,5,1182,1086
7366,5,1182,1086
7367,5,1182,1086
7368,5,1182,1086
545,5,1501,574
546,5,1501,574
547,5,1501,574
548,5,1501,574
549,5,1501,574
550,5,1501,574
551,5,1501,574
552,5,1501,574
553,5,1501,574
554,5,1501,574
12659,5,1561,954
12660,5,1561,954
12661,5,1561,954
12662,5,1561,954
12663,5,1561,954
12664,5,1561,954
12665,5,1561,954
12666,5,1561,954
12667,5,1561,954
12668,5,1561,954
2275,6,18,464
2276,6,18,464
7109,6,32,187
7110,6,32,187
7111,6,32,187
7112,6,32,187
7113,6,32,187
7114,6,32,187
7115,6,32,187
7116,6,32,187
7117,6,32,187
7118,6,32,187
98,6,83,488
3590,6,90,41
1592,6,120,657
1593,6,120,657
1594,6,120,657
1595,6,120,657
1596,6,120,657
1597,6,120,657
1598,6,120,657
9845,6,290,551
9846,6,290,551
9847,6,290,551
9848,6,290,551
9849,6,290,551
9850,6,290,551
9851,6,290,551
9852,6,290,551
9853,6,290,551
89,6,311,672
90,6,311,672
9184,6,322,697
9185,6,322,697
9186,6,322,697
9187,6,322,697
9188,6,322,697
9189,6,322,697
1970,6,540,907
1825,6,613,763
1826,6,613,763
12807,6,699,670
12808,6,699,670
12809,6,699,670
12810,6,699,670
12811,6,699,670
12812,6,699,670
12813,6,699,670
12814,6,699,670
12815,6,699,670
12816,6,699,670
1531,6,708,932
1532,6,708,932
1533,6,708,932
1534,6,708,932
1005,6,745,1391
13823,6,855,838
13824,6,855,838
13825,6,855,838
13826,6,855,838
14625,6,911,1441
14626,6,911,1441
14627,6,911,1441
14628,6,911,1441
14629,6,911,1441
14630,6,911,1441
14631,6,911,1441
14632,6,911,1441
7282,6,918,279
7283,6,918,279
7284,6,918,279
7285,6,918,279
7286,6,918,279
12280,6,969,367
12281,6,969,367
1439,6,976,508
1440,6,976,508
1441,6,976,508
1442,6,976,508
1443,6,976,508
1444,6,976,508
1445,6,976,508
1446,6,976,508
2467,6,1088,994
2468,6,1088,994
2469,6,1088,994
2470,6,1088,994
2471,6,1088,994
1298,6,1110,122
1299,6,1110,122
7736,6,1130,1279
7737,6,1130,1279
7738,6,1130,1279
7739,6,1130,1279
7740,6,1130,1279
10087,6,1281,1111
10088,6,1281,1111
1055,6,1296,1552
1056,6,1296,1552
1057,6,1296,1552
1058,6,1296,1552
1059,6,1296,1552
1060,6,1296,1552
1061,6,1296,1552
1062,6,1296,1552
1063,6,1296,1552
2886,6,1321,631
2887,6,1321,631
2888,6,1321,631
2889,6,1321,631
753,6,1367,308
7845,6,1479,966
7846,6,1479,966
7847,6,1479,966
7848,6,1479,966
7849,6,1479,966
7850,6,1479,966
7851,6,1479,966
14606,6,1481,588
14607,6,1481,588
14608,6,1481,588
14609,6,1481,588
5775,7,77,392
5776,7,77,392
5777,7,77,392
5778,7,77,392
5779,7,77,392
5780,7,77,392
5781,7,77,392
5782,7,77,392
5783,7,77,392
5784,7,77,392
5199,7,314,1107
5200,7,314,1107
5201,7,314,1107
5202,7,314,1107
5203,7,314,1107
5204,7,314,1107
6675,7,372,1412
6676,7,372,1412
14788,7,398,348
14789,7,398,348
14790,7,398,348
14791,7,398,348
13395,7,415,422
13396,7,415,422
13397,7,415,422
13398,7,415,422
13399,7,415,422
8914,7,540,342
8915,7,540,342
8916,7,540,342
8917,7,540,342
8918,7,540,342
8919,7,540,342
8920,7,540,342
8921,7,540,342
8922,7,540,342
8923,7,540,342
11384,7,593,202
11385,7,593,202
11386,7,593,202
11387,7,593,202
11388,7,593,202
11389,7,593,202
11390,7,593,202
11391,7,593,202
12709,7,708,932
12710,7,708,932
12711,7,708,932
12712,7,708,932
12713,7,708,932
12714,7,708,932
12715,7,708,932
14953,7,760,1528
14954,7,760,1528
14955,7,760,1528
14956,7,760,1528
14957,7,760,1528
14958,7,760,1528
14959,7,760,1528
14960,7,760,1528
14961,7,760,1528
14962,7,760,1528
4550,7,807,1418
4551,7,807,1418
4552,7,807,1418
4553,7,807,1418
2973,7,880,1417
13371,7,931,306
13372,7,931,306
13373,7,931,306
13374,7,931,306
13375,7,931,306
13376,7,931,306
13377,7,931,306
13378,7,931,306
13379,7,931,306
13380,7,931,306
7417,7,969,10
7418,7,969,10
7419,7,969,10
7420,7,969,10
7421,7,969,10
7422,7,969,10
7423,7,969,10
7424,7,969,10
2003,7,1092,419
2004,7,1092,419
2005,7,1092,419
1269,7,1130,511
1270,7,1130,511
1271,7,1130,511
1272,7,1130,511
4089,7,1344,152
4090,7,1344,152
4091,7,1344,152
4092,7,1344,152
4093,7,1344,152
4094,7,1344,152
4113,7,1362,913
4114,7,1362,913
4115,7,1362,913
4116,7,1362,913
4117,7,1362,913
8637,7,1385,448
8638,7,1385,448
1161,7,1450,930
12054,7,1511,882
12055,7,1511,882
12056,7,1511,882
14313,7,1533,1341
14314,7,1533,1341
14315,7,1533,1341
14316,7,1533,1341
14317,7,1533,1341
14318,7,1533,1341
14319,7,1533,1341
6209,7,1535,680
3946,8,39,556
3947,8,39,556
3948,8,39,556
3949,8,39,556
3950,8,39,556
3951,8,39,556
3952,8,39,556
3953,8,39,556
3954,8,39,556
3955,8,39,556
14659,8,53,15
14660,8,53,15
14661,8,53,15
14662,8,53,15
14663,8,53,15
14664,8,53,15
14665,8,53,15
14666,8,53,15
14667,8,53,15
11424,8,91,1274
6036,8,150,253
6037,8,150,253
6038,8,150,253
6039,8,150,253
6040,8,150,253
6041,8,150,253
6042,8,150,253
4031,8,187,1142
4032,8,187,1142
12477,8,340,983
12478,8,340,983
12479,8,340,983
12480,8,340,983
12481,8,340,983
12482,8,340,983
12483,8,340,983
12484,8,340,983
12485,8,340,983
689,8,358,1561
690,8,358,1561
691,8,358,1561
10115,8,372,202
10116,8,372,202
10117,8,372,202
10118,8,372,202
10119,8,372,202
10120,8,372,202
10585,8,389,362
7218,8,465,346
7219,8,465,346
7220,8,465,346
7221,8,465,346
7222,8,465,346
7223,8,465,346
7224,8,465,346
7225,8,465,346
7226,8,465,346
983,8,487,1009
984,8,487,1009
4407,8,618,1101
4408,8,618,1101
4409,8,618,1101
4410,8,618,1101
4411,8,618,1101
4412,8,618,1101
323,8,645,1098
324,8,645,1098
325,8,645,1098
326,8,645,1098
327,8,645,1098
328,8,645,1098
329,8,645,1098
330,8,645,1098
331,8,645,1098
332,8,645,1098
112,8,669,1511
113,8,669,1511
114,8,669,1511
115,8,669,1511
116,8,669,1511
9883,8,669,1511
9884,8,669,1511
9885,8,669,1511
9886,8,669,1511
9887,8,669,1511
9888,8,669,1511
9889,8,669,1511
9890,8,669,1511
9891,8,669,1511
7328,8,708,932
7329,8,708,932
7330,8,708,932
7331,8,708,932
2950,8,760,117
2951,8,760,117
5179,8,832,681
5180,8,832,681
5181,8,832,681
713,8,926,1301
714,8,926,1301
715,8,926,1301
716,8,926,1301
717,8,926,1301
14207,8,1012,68
14208,8,1012,68
14209,8,1012,68
14210,8,1012,68
14211,8,1012,68
14212,8,1012,68
14213,8,1012,68
14214,8,1012,68
7790,8,1030,928
7791,8,1030,928
7792,8,1030,928
7793,8,1030,928
2125,8,1059,218
2126,8,1059,218
2127,8,1059,218
2128,8,1059,218
419,8,1085,1489
420,8,1085,1489
421,8,1085,1489
422,8,1085,1489
423,8,1085,1489
424,8,1085,1489
425,8,1085,1489
426,8,1085,1489
3041,8,1220,402
3042,8,1220,402
3043,8,1220,402
3044,8,1220,402
2339,8,1281,111
2340,8,1281,111
2341,8,1281,111
2480,8,1344,896
2481,8,1344,896
2482,8,1344,896
2483,8,1344,896
2484,8,1344,896
2485,8,1344,896
2486,8,1344,896
2487,8,1344,896
2488,8,1344,896
8689,8,1456,335
8690,8,1456,335
8691,8,1456,335
8692,8,1456,335
8693,8,1456,335
8694,8,1456,335
8695,8,1456,335
10342,8,1501,1514
10343,8,1501,1514
10344,8,1501,1514
10345,8,1501,1514
10346,8,1501,1514
10347,8,1501,1514
10348,8,1501,1514
10349,8,1501,1514
13774,8,1507,892
13775,8,1507,892
13776,8,1507,892
6540,8,1531,368
6541,8,1531,368
14295,8,1553,52
14296,8,1553,52
14297,8,1553,52
14298,8,1553,52
14299,8,1553,52
5339,9,28,2
5340,9,28,2
5341,9,28,2
5342,9,28,2
5343,9,28,2
5344,9,28,2
5345,9,28,2
7557,9,53,182
7558,9,53,182
7559,9,53,182
7560,9,53,182
7561,9,53,182
7562,9,53,182
7563,9,53,182
2741,9,118,719
2742,9,118,719
3706,9,132,731
3707,9,132,731
3708,9,132,731
3709,9,132,731
3710,9,132,731
3711,9,132,731
3712,9,132,731
3713,9,132,731
3714,9,132,731
3715,9,132,731
11465,9,229,953
11466,9,229,953
11467,9,229,953
11468,9,229,953
11469,9,229,953
11470,9,229,953
14880,9,290,887
14881,9,290,887
14882,9,290,887
14883,9,290,887
14884,9,290,887
14885,9,290,887
14886,9,290,887
14887,9,290,887
14888,9,290,887
10307,9,353,1459
10308,9,353,1459
10309,9,353,1459
10310,9,353,1459
786,9,398,1410
787,9,398,1410
788,9,398,1410
789,9,398,1410
790,9,398,1410
791,9,398,1410
792,9,398,1410
5672,9,424,299
5673,9,424,299
5674,9,424,299
5675,9,424,299
5676,9,424,299
5677,9,424,299
5678,9,424,299
2577,9,549,958
14330,9,583,1029
14331,9,583,1029
14332,9,583,1029
14333,9,583,1029
14334,9,583,1029
14335,9,583,1029
14336,9,583,1029
14337,9,583,1029
12897,9,621,961
12898,9,621,961
12899,9,621,961
12900,9,621,961
12901,9,621,961
12902,9,621,961
12903,9,621,961
12904,9,621,961
12905,9,621,961
6560,9,623,13
6561,9,623,13
6562,9,623,13
6563,9,623,13
4272,9,627,56
4273,9,627,56
4274,9,627,56
4275,9,627,56
11240,9,646,1374
11241,9,646,1374
11242,9,646,1374
11243,9,646,1374
11244,9,646,1374
11245,9,646,1374
11246,9,646,1374
11247,9,646,1374
11248,9,646,1374
11249,9,646,1374
14551,9,654,967
14552,9,654,967
14553,9,654,967
14554,9,654,967
14555,9,654,967
14556,9,654,967
14557,9,654,967
14558,9,654,967
14559,9,654,967
4459,9,663,969
4460,9,663,969
4461,9,663,969
4462,9,663,969
4463,9,663,969
12792,9,696,590
12793,9,696,590
12794,9,696,590
12795,9,696,590
12796,9,696,590
12797,9,696,590
12798,9,696,590
12799,9,696,590
626,9,719,854
627,9,719,854
628,9,719,854
629,9,719,854
630,9,719,854
631,9,719,854
632,9,719,854
633,9,719,854
634,9,719,854
635,9,719,854
8327,9,855,794
8328,9,855,794
8329,9,855,794
8330,9,855,794
8331,9,855,794
8332,9,855,794
8333,9,855,794
8334,9,855,794
7693,9,903,1346
7694,9,903,1346
7695,9,903,1346
7696,9,903,1346
6536,9,911,1441
6537,9,911,1441
6538,9,911,1441
6539,9,911,1441
2202,9,930,1098
2203,9,930,1098
2204,9,930,1098
2205,9,930,1098
2206,9,930,1098
2207,9,930,1098
2208,9,930,1098
2209,9,930,1098
